,year,selling_price,km_driven,fuel,seller_type,transmission,owner,brand,model
2356,2013,500000,110000,1,1,0,1,12,118
2357,2017,595000,27000,0,0,0,0,1,30
2358,2019,1295000,9000,1,0,0,0,1,23
2359,2019,1350000,5400,1,0,0,4,17,167
2360,2020,541000,1000,0,0,0,4,15,152
2361,2018,515000,16000,0,0,0,0,1,29
2362,2019,894999,13000,1,0,0,4,13,136
2363,2012,325000,47000,1,0,0,0,15,154
2364,2018,925000,22000,0,1,0,0,0,5
2365,2017,844999,30000,0,1,0,0,14,145
2366,2018,925000,20000,0,1,0,0,0,5
2367,2013,300000,60000,1,1,0,0,4,61
2368,2008,650000,75000,0,1,0,1,6,85
2369,2010,175000,64000,0,0,0,0,0,3
2370,2015,325000,80000,1,1,0,0,0,10
2371,2017,600000,90000,1,1,0,0,15,151
2372,2018,700000,30000,0,1,0,0,0,7
2373,2003,95000,120000,0,1,1,1,6,81
2374,2019,490000,20000,0,0,0,0,0,4
2375,2013,380000,100000,1,1,0,0,4,62
2376,2018,550000,31000,0,0,0,0,1,30
2377,2013,225000,47000,0,0,0,0,0,3
2378,2018,570000,11200,0,1,0,0,4,57
2379,2018,305000,35000,0,0,0,0,0,3
2380,2010,240000,50000,3,0,0,0,0,2
2381,2015,700000,55000,1,0,0,0,0,11
2382,2018,288000,20000,0,0,0,0,0,9
2383,2017,800000,75000,1,0,0,0,12,121
2384,2017,430000,93000,0,0,0,0,0,4
2385,2009,195000,57000,1,0,0,1,5,75
2386,2014,325000,30000,0,0,0,0,0,8
2387,2013,450000,73000,1,0,0,0,15,151
2388,2016,630000,65000,1,0,0,0,0,7
2389,2009,250000,62000,0,0,0,1,0,7
2390,2007,135000,85000,0,0,0,0,1,29
2391,2010,110000,73000,0,1,0,0,5,77
2392,2012,350000,55000,1,0,0,0,0,7
2393,2016,240000,5800,0,1,0,1,0,9
2394,2009,350000,350000,1,1,0,0,6,82
2395,2018,600000,30000,0,1,0,0,0,7
2396,2018,750000,20000,1,1,0,0,0,7
2397,2018,270000,20000,0,1,0,0,1,32
2398,2007,90000,100000,0,1,0,1,0,3
2399,2013,350000,65000,0,1,0,0,0,2
2400,2013,285000,90000,1,1,0,1,13,136
2401,2011,665000,267000,1,1,0,1,6,82
2402,2005,175000,250000,1,1,0,1,12,118
2403,2011,350000,140000,1,1,0,1,12,122
2404,2018,1225000,22000,0,0,1,0,3,42
2405,2010,285000,60000,0,0,0,1,3,46
2406,2018,1000000,28635,0,0,0,0,3,42
2407,2018,780000,32114,1,0,0,0,3,41
2408,2014,300000,82000,0,0,0,1,0,4
2409,2006,160000,95149,0,0,0,1,0,7
2410,2018,625000,68458,0,0,0,0,3,41
2411,2010,265000,42000,0,1,0,0,0,17
2412,2014,515000,90000,1,1,0,1,3,42
2413,2016,210000,30000,0,1,0,0,1,32
2414,2009,140000,80000,0,1,0,1,0,3
2415,2015,940000,128000,1,1,0,0,6,82
2416,2013,750000,80000,1,1,0,0,14,145
2417,2016,610000,100000,1,1,0,0,0,13
2418,2015,450000,50000,1,1,0,0,14,147
2419,2012,409999,56000,1,1,0,0,6,83
2420,2018,100000,21302,0,1,0,0,1,32
2421,2016,650000,100000,1,1,0,0,1,31
2422,2017,650000,80000,1,1,0,0,12,129
2423,2010,150000,105546,0,1,0,0,1,33
2424,2018,500000,10000,0,1,0,0,6,83
2425,2012,1000000,80000,1,1,0,1,6,82
2426,2013,340000,35000,0,1,0,0,1,31
2427,2019,800000,11240,0,1,0,0,1,34
2428,2013,1010000,120000,1,1,0,0,6,82
2429,2011,350000,120000,1,1,0,2,6,83
2430,2016,595000,70000,1,1,0,0,0,7
2431,2014,700000,130000,1,1,0,2,12,118
2432,2019,265000,40000,0,1,0,0,15,152
2433,2015,320000,60000,0,1,0,1,0,3
2434,2011,310000,110000,0,1,0,0,3,42
2435,2014,700000,130000,1,1,0,0,3,42
2436,2009,130000,80000,0,1,0,1,0,3
2437,2009,150000,120000,1,1,0,1,0,7
2438,2015,300000,104000,1,1,0,1,3,41
2439,2011,150000,100000,0,1,0,1,0,7
2440,2003,120000,132343,0,1,0,1,3,42
2441,2016,950000,90000,1,1,0,1,1,25
2442,2007,100000,60000,0,1,0,1,0,2
2443,2015,450000,76000,1,1,0,0,3,46
2444,2004,30000,60000,0,1,0,2,0,1
2445,2009,200000,30000,0,1,0,1,12,125
2446,2010,250000,96000,1,1,0,1,4,52
2447,2018,1300000,10000,1,1,0,0,12,126
2448,2017,425000,36000,1,0,0,0,6,83
2449,2017,550000,12997,1,0,0,0,3,41
2450,2017,500000,40000,0,1,1,0,0,5
2451,2018,1150000,26430,1,0,0,0,1,23
2452,2015,475000,24600,0,0,0,0,0,7
2453,2011,260000,28481,0,0,0,0,0,2
2454,2013,350000,100000,0,1,0,0,13,140
2455,2013,750000,41988,1,0,0,0,12,120
2456,2009,180000,30375,0,0,0,0,0,2
2457,2017,350000,7658,0,0,1,0,15,152
2458,2017,611000,34400,1,0,0,0,0,7
2459,2017,325000,18500,0,0,0,0,15,152
2460,2015,280000,26134,0,0,0,0,0,3
2461,2014,300000,28942,0,0,1,0,0,2
2462,2012,711000,53600,1,0,0,0,12,120
2463,2015,851000,53652,1,0,0,0,6,82
2464,2011,260000,52895,1,0,0,0,0,17
2465,2013,550000,42324,1,0,0,1,1,23
2466,2016,1044999,65000,1,0,0,0,12,120
2467,2012,550000,60236,1,0,0,0,12,118
2468,2014,210000,70000,0,1,0,1,0,2
2469,2014,210000,70000,0,1,0,2,0,2
2470,2009,290000,100000,1,1,0,1,12,122
2471,2008,250999,110000,1,1,0,0,16,165
2472,2019,600000,10300,0,1,0,0,15,159
2473,2014,270000,120000,1,1,0,1,16,163
2474,2012,550000,142000,1,1,0,0,4,63
2475,2017,800000,25000,1,1,0,0,12,129
2476,2020,500000,5000,0,1,0,0,4,69
2477,2016,535000,52600,1,1,0,0,1,25
2478,2016,396000,28643,0,0,0,0,1,30
2479,2014,600000,50000,1,1,0,0,3,42
2480,2019,575000,30000,0,0,0,0,0,2
2481,2020,520000,5000,0,1,0,0,1,29
2482,2018,1400000,30000,1,1,1,0,12,120
2483,2018,600000,7600,0,1,1,0,0,13
2484,2013,195000,47253,1,0,0,0,5,75
2485,2015,281000,4432,0,0,1,1,0,3
2486,2010,75000,110000,0,1,0,1,4,54
2487,2014,400000,25000,0,1,0,0,1,30
2488,2009,93000,70000,1,1,0,1,4,54
2489,2016,560000,68523,0,0,0,0,1,31
2490,2019,400000,5000,0,1,0,0,1,32
2491,2018,459999,40000,0,1,0,0,4,53
2492,2017,450000,43000,1,1,0,0,1,24
2493,2010,88000,80251,2,0,0,1,0,3
2494,2010,250000,34500,0,1,0,1,1,31
2495,2000,22000,42743,0,0,0,2,13,141
2496,2013,130000,93900,1,1,0,1,5,75
2497,2004,79000,80000,0,1,0,0,0,12
2498,2012,120000,110000,1,1,0,0,5,75
2499,2011,1700000,100000,1,1,1,1,18,115
2500,2012,300000,25000,1,1,0,0,5,78
2501,2012,300000,25000,1,1,0,0,5,78
2502,2009,145000,25000,0,1,0,0,0,16
2503,2019,3200000,20000,1,1,1,0,13,139
2504,2013,240000,10000,0,1,0,0,5,77
2505,2018,700000,30000,1,1,0,0,3,49
2506,2010,145000,110000,0,1,0,1,1,37
2507,2014,535000,80000,1,1,0,1,0,11
2508,2016,420000,21000,0,1,0,0,12,128
2509,2016,350000,20000,0,1,0,0,0,3
2510,2015,550000,32000,1,1,0,0,0,7
2511,2007,750000,180000,1,1,0,0,20,177
2512,2012,198000,70000,1,1,0,1,4,54
2513,2013,420000,50000,1,1,0,0,1,31
2514,2013,420000,50000,1,1,0,0,1,31
2515,2004,195000,120000,1,1,0,0,13,139
2516,2012,150000,55766,0,1,0,1,1,32
2517,2011,275000,40000,0,1,0,1,14,146
2518,2001,65000,60000,0,1,0,2,0,1
2519,2008,200000,50000,0,1,0,0,0,7
2520,2010,250000,110000,1,1,0,1,0,7
2521,2013,450000,1000,1,0,0,1,15,151
2522,2018,590000,26350,1,0,0,0,0,20
2523,2012,225000,110000,0,1,0,1,0,10
2524,2015,225000,68745,1,0,0,0,4,52
2525,2006,165000,132000,0,1,0,0,0,3
2526,2019,860000,35000,1,1,0,0,12,121
2527,2016,900000,47000,1,1,0,0,12,120
2528,2013,182000,100000,1,1,0,0,4,52
2529,2010,100000,80000,1,1,0,0,4,54
2530,2006,100000,40000,0,1,0,1,1,29
2531,2017,375000,27289,0,0,1,0,0,3
2532,2018,525000,10980,0,0,1,0,4,60
2533,2016,320000,24662,0,0,0,0,1,32
2534,2013,525000,37000,1,0,0,0,0,7
2535,2014,650000,28245,1,0,0,0,14,148
2536,2017,575000,27005,1,0,0,0,1,30
2537,2014,355000,39227,0,0,0,0,1,27
2538,2016,470000,31367,1,0,0,0,12,128
2539,2008,221000,35008,0,0,0,0,0,2
2540,2009,195000,27005,0,0,0,0,1,29
2541,2001,85000,86000,0,1,0,1,0,12
2542,2013,400000,50000,1,1,0,0,0,7
2543,2017,650000,20000,1,1,0,0,0,13
2544,2010,400000,50000,0,1,0,0,1,27
2545,2012,295000,80000,1,1,0,1,4,61
2546,2006,60000,135000,3,1,0,3,0,9
2547,2003,110000,120000,1,1,0,2,0,12
2548,2015,550000,113600,1,1,0,0,16,161
2549,2008,190000,70000,0,1,0,2,1,29
2550,2018,861999,20000,1,0,0,0,13,138
2551,2018,782000,14000,0,0,0,0,13,138
2552,2018,836000,26000,1,0,0,0,13,142
2553,2016,696000,138925,0,0,0,0,3,42
2554,2016,596000,121764,1,0,0,0,3,46
2555,2016,612000,105429,0,0,0,0,3,46
2556,2015,114999,35000,0,1,0,0,0,3
2557,2017,340000,60000,1,1,0,0,4,56
2558,2020,550000,5000,0,1,0,0,0,7
2559,2008,114999,70000,0,1,0,2,5,80
2560,2000,105000,80000,0,1,0,0,0,2
2561,2019,890000,20000,1,1,0,0,0,6
2562,2019,715000,8000,0,1,0,0,4,57
2563,2014,525000,54000,0,0,0,1,1,31
2564,2012,735000,55300,1,0,1,0,17,166
2565,2016,495000,11958,0,0,0,0,3,41
2566,2017,1025000,9000,0,0,0,0,1,25
2567,2015,750000,70000,1,1,0,0,12,120
2568,2013,600000,120000,1,1,0,0,15,151
2569,2014,475000,23122,0,0,0,1,1,31
2570,2007,80000,58000,0,0,0,1,1,29
2571,2013,325000,62200,1,0,0,0,12,121
2572,2014,1470000,34000,1,0,1,1,9,99
2573,2015,350000,53000,1,1,0,1,16,160
2574,2013,2800000,49000,1,0,1,0,9,101
2575,2017,210000,15000,0,0,0,1,2,39
2576,2012,349000,44500,1,0,0,1,5,76
2577,2013,450000,50000,0,1,0,0,17,166
2578,2013,1150000,53000,1,0,1,0,9,102
2579,2009,210000,63500,0,0,1,0,3,43
2580,2018,4500000,9800,0,0,1,0,8,91
2581,2017,825000,13599,0,0,1,0,17,169
2582,2017,2750000,13000,1,1,1,0,18,114
2583,2012,160000,110000,1,1,0,0,5,75
2584,2014,550000,100000,1,1,0,1,12,118
2585,2006,95000,110000,0,1,0,2,0,7
2586,2014,725000,90000,1,1,0,1,6,82
2587,2019,670000,17000,0,1,0,0,4,53
2588,2008,65000,140000,0,1,0,0,0,3
2589,2015,500000,50000,1,1,0,1,12,122
2590,2017,600000,53000,0,1,0,0,12,128
2591,2017,350000,70000,0,1,0,1,0,2
2592,2012,200000,70000,1,1,0,1,5,75
2593,2008,110000,154000,1,1,0,2,1,33
2594,2012,150000,80000,0,1,0,0,1,32
2595,2003,75000,110000,1,1,0,1,0,12
2596,2013,350000,90000,1,1,0,1,3,41
2597,2018,1700000,15000,1,1,0,0,6,82
2598,2011,890000,86000,1,1,1,1,18,114
2599,2014,500000,120000,1,1,0,0,12,118
2600,2019,600000,5200,0,1,0,0,1,34
2601,2010,99000,60000,0,1,0,1,5,75
2602,2011,235000,46000,0,1,0,0,1,27
2603,2006,75000,40000,0,1,0,1,4,52
2604,2014,600000,90000,1,1,0,1,3,42
2605,2019,1000000,25000,1,1,0,1,1,23
2606,2012,390000,90000,1,1,0,0,1,23
2607,2015,600000,70000,1,1,0,0,17,169
2608,2017,600000,70000,0,1,0,1,1,31
2609,2019,730000,35000,1,1,0,1,1,34
2610,2017,450000,12700,0,1,1,0,1,30
2611,2011,250000,80000,1,1,0,0,0,17
2612,2018,1400000,20000,1,1,0,0,12,120
2613,2018,300000,20000,0,1,0,0,15,152
2614,2017,800000,19000,0,1,0,0,13,135
2615,2009,125000,95000,1,1,0,1,16,163
2616,2019,2600000,9500,1,1,1,0,18,114
2617,2012,300000,50000,0,1,0,0,10,108
2618,2012,295000,90000,1,1,0,0,17,169
2619,2013,650000,45839,0,0,0,0,13,140
2620,2010,200000,74510,0,0,0,0,5,80
2621,2009,130000,87293,0,0,0,0,5,80
2622,2012,250000,156040,1,0,0,0,13,136
2623,2004,400000,93415,1,0,0,0,13,139
2624,2017,430000,101159,0,0,0,0,13,138
2625,2015,170000,80000,0,1,0,1,1,32
2626,2019,450000,12000,0,1,0,0,4,60
2627,2013,350000,90000,0,1,0,0,0,7
2628,2011,130000,68519,0,0,0,0,5,77
2629,2012,180000,55130,1,0,0,0,5,75
2630,2014,475000,65239,0,0,0,0,13,140
2631,2015,470000,58182,0,0,0,0,17,169
2632,2012,200000,91245,1,0,0,0,13,137
2633,2013,650000,102989,1,0,0,0,12,120
2634,2010,400000,50000,0,1,0,0,3,42
2635,2000,100000,120000,0,1,0,0,0,12
2636,2014,409999,90000,1,1,0,0,0,7
2637,2018,640000,25000,1,1,0,0,0,7
2638,2007,160000,80000,0,1,0,1,0,2
2639,2013,182000,100000,1,1,0,0,4,52
2640,2018,750000,70000,1,1,0,0,0,13
2641,2002,150000,50000,1,1,0,2,12,119
2642,2008,80000,100000,0,1,0,1,0,3
2643,2016,240000,90000,1,1,0,2,0,4
2644,2005,60000,60000,0,1,0,2,0,14
2645,2007,70000,120000,0,1,0,2,0,3
2646,2008,285000,90000,1,1,1,1,17,166
2647,2015,350000,60000,1,1,0,1,0,7
2648,2015,699000,30000,1,1,0,1,1,31
2649,2011,275000,108000,1,1,0,1,13,136
2650,2012,350000,160000,1,1,0,1,1,31
2651,2006,135000,90000,0,1,0,2,0,3
2652,2010,325000,120000,1,1,0,2,12,122
2653,2012,650000,102000,1,1,0,1,12,120
2654,2009,300000,178000,1,1,0,1,12,121
2655,2014,1200000,200000,1,1,0,1,6,82
2656,2012,450000,60000,0,0,0,0,13,137
2657,2019,425000,3000,0,1,0,0,4,60
2658,2006,150000,75118,0,1,0,1,0,3
2659,2013,290000,140000,1,1,0,1,0,17
2660,2014,335000,60000,0,1,0,1,1,24
2661,2006,120000,79000,0,0,0,3,5,78
2662,2005,20000,25000,0,1,0,1,13,141
2663,2005,250000,70000,0,1,0,0,1,33
2664,2008,120000,41723,0,1,0,1,1,29
2665,2010,250000,70000,0,1,0,0,0,10
2666,2012,220000,70000,1,1,0,1,4,52
2667,2005,61000,4637,0,1,0,1,13,141
2668,2016,620000,70000,1,1,0,0,0,7
2669,2014,425000,100000,1,1,0,1,0,7
2670,2009,85000,120000,1,1,0,1,4,54
2671,2015,270000,40000,1,1,0,1,0,7
2672,2009,180000,220000,1,1,0,0,0,7
2673,2018,300000,20000,0,1,0,0,15,152
2674,2017,800000,19000,0,1,0,0,13,135
2675,2009,125000,95000,1,1,0,1,16,163
2676,2017,450000,30000,0,1,0,0,12,128
2677,2012,450000,42655,1,1,0,0,4,63
2678,2017,250000,43000,0,1,0,1,15,152
2679,2012,725000,70000,1,1,0,0,6,82
2680,2010,250000,55000,0,1,0,0,1,31
2681,2010,99000,80000,1,1,0,1,16,162
2682,2017,350000,55000,0,1,0,0,15,152
2683,2018,511000,70000,0,1,0,0,1,24
2684,2012,300000,80000,1,1,0,0,0,17
2685,2010,1100000,110000,0,1,1,0,9,98
2686,2010,125000,60000,0,1,0,2,1,27
2687,2018,500000,30000,0,1,0,0,4,60
2688,2013,385000,80000,1,1,0,1,15,151
2689,2012,350000,90000,0,1,0,0,10,107
2690,2003,60000,50000,0,1,0,0,0,1
2691,2012,300000,50000,0,1,0,0,1,29
2692,2012,400000,70000,1,1,0,0,1,31
2693,2014,550000,110000,1,1,0,0,13,140
2694,2012,300000,80000,0,1,0,1,14,147
2695,2012,250000,156000,1,1,0,0,0,7
2696,2012,800000,180000,1,1,0,0,6,82
2697,2018,300000,25000,0,1,0,0,0,8
2698,2004,80000,120000,0,1,0,0,0,3
2699,2020,1200000,11000,1,1,0,0,12,118
2700,2017,355000,40000,0,1,1,0,15,152
2701,2015,520000,50000,1,1,0,0,0,7
2702,2012,500000,26000,1,1,0,0,1,23
2703,2008,114999,30000,0,1,0,0,0,3
2704,2014,1800000,50000,1,1,0,0,6,84
2705,2018,800000,20000,1,1,0,0,12,129
2706,2008,105000,30000,0,1,0,1,0,3
2707,2011,135000,78000,0,1,0,0,0,3
2708,2011,170000,40000,0,1,0,1,0,2
2709,2014,550000,100000,0,1,0,0,1,23
2710,2009,250000,70000,0,1,0,2,3,42
2711,2014,650000,30000,1,1,0,1,1,28
2712,2008,210000,77000,0,1,1,2,3,42
2713,2011,260000,150000,1,1,0,0,17,167
2714,2016,750000,69000,1,1,0,0,0,7
2715,2016,1350000,120000,1,1,1,0,6,82
2716,2012,220000,120000,1,1,0,1,0,17
2717,2008,110000,110000,0,1,0,1,1,33
2718,2017,1230000,70000,1,1,1,0,12,120
2719,2013,220000,110000,1,1,0,0,12,123
2720,2009,130000,50000,1,1,0,0,4,52
2721,2012,330000,44000,0,1,0,0,1,31
2722,2010,254999,90000,0,1,0,1,3,42
2723,2014,600000,50000,0,1,0,1,1,23
2724,2012,210000,50000,0,1,0,0,1,27
2725,2014,300000,146000,1,1,0,0,5,73
2726,2018,426000,15000,0,1,1,0,4,60
2727,2015,265000,60000,0,1,0,0,0,3
2728,2016,450000,35000,0,1,0,1,1,24
2729,2012,480000,80000,1,1,0,0,1,23
2730,2010,40000,90000,0,1,0,0,4,55
2731,2011,395000,70000,0,1,0,1,3,42
2732,2013,229999,62000,0,1,0,1,0,2
2733,2018,875000,10000,0,1,1,0,13,140
2734,2010,170000,80000,2,1,0,3,0,8
2735,2015,500000,35000,0,1,0,1,1,31
2736,2013,450000,1000,1,0,0,1,15,151
2737,2018,3800000,10000,1,0,1,0,8,94
2738,2013,1580000,86000,1,0,1,0,9,102
2739,2019,4950000,30000,1,0,1,0,18,117
2740,2016,535000,52600,1,1,0,0,1,25
2741,2012,225000,110000,0,1,0,1,0,10
2742,2017,550000,19890,0,0,1,0,1,30
2743,2016,670000,7104,0,2,0,0,0,7
2744,2015,625000,11918,0,2,0,0,0,11
2745,2017,520000,10510,0,0,1,0,1,30
2746,2016,239000,41000,0,0,0,0,5,75
2747,2017,2600000,47162,1,2,1,0,6,84
2748,2015,750000,45974,1,2,0,0,0,15
2749,2012,229999,49824,0,0,0,0,1,27
2750,2013,1300000,58500,1,0,1,0,9,99
2751,2005,80000,56580,0,0,0,0,1,29
2752,2012,385000,52000,1,0,0,0,10,110
2753,2015,760000,55340,0,2,0,0,1,23
2754,2017,600000,46507,1,2,0,0,0,7
2755,2019,450000,40000,0,1,0,0,0,20
2756,2019,450000,40000,0,1,0,0,0,20
2757,2012,550000,120000,1,1,0,2,0,11
2758,2013,200000,60000,0,1,0,0,4,61
2759,2008,80000,90000,0,1,0,1,4,54
2760,2010,300000,250000,1,1,0,1,4,63
2761,2019,675000,15000,1,1,0,0,13,138
2762,2017,260000,30000,0,1,0,0,0,8
2763,2019,500000,15000,0,1,0,0,1,30
2764,2012,150000,55766,0,1,0,1,1,32
2765,2006,100000,80000,0,1,0,0,0,3
2766,2001,70000,117000,0,1,0,1,0,2
2767,2004,100000,70000,0,1,0,0,0,3
2768,2012,730000,110000,1,1,0,1,6,82
2769,2016,525000,100000,1,1,0,1,14,145
2770,2016,525000,105000,1,1,0,1,14,145
2771,2009,550000,182000,1,1,0,2,6,82
2772,2012,420000,95000,1,1,0,1,6,81
2773,2015,500000,70000,0,1,0,0,3,41
2774,2009,165000,76000,0,1,0,1,0,2
2775,2014,650000,70000,1,1,0,1,1,23
2776,2013,195000,46000,1,1,0,0,5,75
2777,1999,75000,70000,0,1,0,0,0,12
2778,2005,100000,120000,1,1,0,1,1,37
2779,2017,1770000,25000,1,1,0,0,6,82
2780,2006,90000,90000,0,1,0,0,0,14
2781,2016,515000,50000,1,1,0,0,1,24
2782,2017,700000,24585,1,0,0,4,3,46
2783,2001,62000,70000,0,1,0,0,0,12
2784,2011,220000,110000,1,1,0,2,6,83
2785,2019,520000,10000,2,1,0,0,1,29
2786,2010,170000,100000,0,1,0,0,16,161
2787,2011,190000,110000,1,1,0,1,13,136
2788,2011,150000,100000,1,1,0,1,13,136
2789,2009,125000,65000,0,1,0,0,0,12
2790,2015,290000,40000,1,1,0,2,3,41
2791,2019,490000,13900,0,1,0,0,0,4
2792,2017,434999,17563,0,1,0,0,4,53
2793,2016,380000,15000,0,1,0,0,4,58
2794,2012,200000,82000,1,1,0,1,17,169
2795,2016,495000,40000,1,1,0,0,13,136
2796,2014,894999,173000,1,1,0,2,6,82
2797,2014,600000,151000,1,1,0,1,12,120
2798,2015,300000,50000,0,1,0,0,3,44
2799,2017,430000,15000,0,1,0,0,3,41
2800,2017,370000,80000,1,1,0,0,3,41
2801,2019,750000,11000,0,1,0,0,0,13
2802,2016,300000,50000,2,1,0,0,0,3
2803,2012,700000,120000,1,1,1,1,18,114
2804,2007,100000,70000,3,1,0,2,0,2
2805,2015,300000,90000,0,1,0,0,1,30
2806,2012,130000,185000,1,1,0,1,4,54
2807,2016,650000,40000,1,1,0,0,1,31
2808,2017,509999,25000,1,1,0,0,0,7
2809,2013,1000000,117780,1,1,0,1,6,82
2810,2010,280000,120000,1,1,0,1,1,23
2811,2017,600000,120000,1,1,0,0,0,7
2812,2013,210000,120000,1,1,0,2,10,107
2813,2014,1150000,110000,1,1,1,1,9,103
2814,2018,229999,30000,0,1,0,0,1,32
2815,2018,245000,30000,0,1,0,0,1,32
2816,2015,600000,60000,1,1,0,0,12,118
2817,2016,375000,25000,0,1,0,0,1,30
2818,2015,150000,55000,1,1,0,1,12,118
2819,2018,1450000,20000,1,1,0,0,12,120
2820,2014,500000,100000,1,1,0,1,0,11
2821,2007,75000,40000,0,1,0,1,0,3
2822,2006,225000,80000,0,1,1,2,1,35
2823,2006,275000,80000,0,1,1,3,1,35
2824,2018,620000,35000,1,1,0,0,12,121
2825,2010,600000,110000,1,1,0,1,14,150
2826,2011,275000,160000,1,1,0,0,12,122
2827,2013,125000,125000,1,1,0,0,4,52
2828,2011,80000,62000,0,1,0,1,4,52
2829,2011,199000,120000,1,1,0,1,14,146
2830,2016,440000,33000,0,1,0,1,14,146
2831,2013,250000,80000,1,1,0,3,0,7
2832,2017,700000,35000,1,1,0,0,1,31
2833,2015,450000,50000,1,1,0,0,1,30
2834,2019,240000,5000,0,1,0,0,0,3
2835,2016,350000,12000,0,1,0,0,1,24
2836,2016,650000,81595,1,0,0,0,13,135
2837,2005,71000,22000,0,1,0,0,1,33
2838,2015,400000,40000,0,1,0,0,0,7
2839,2008,130000,40000,0,1,0,1,0,3
2840,2013,300000,70000,1,1,0,1,12,118
2841,2019,1100000,4000,1,1,0,0,14,149
2842,2015,2200000,24000,1,1,1,0,18,113
2843,2018,800000,13500,0,0,0,0,3,41
2844,2013,490000,40000,1,1,0,0,0,17
2845,2018,836000,9700,0,0,0,0,3,46
2846,2012,375000,62000,0,1,0,1,17,169
2847,2016,1249000,24000,1,0,0,0,3,48
2848,2019,1240000,13000,1,0,0,0,3,49
2849,2009,35000,50000,0,1,0,2,4,55
2850,2017,1068000,36000,0,0,0,0,3,48
2851,2017,1189000,40000,1,0,0,0,3,48
2852,2018,700000,27000,0,1,0,0,1,34
2853,2016,350000,40000,0,1,0,0,0,3
2854,2009,254999,80000,0,1,0,1,1,27
2855,2005,229999,221000,1,1,0,2,12,118
2856,2016,750000,80000,1,1,0,0,1,31
2857,2012,325000,119000,1,1,0,1,0,17
2858,2009,760000,190000,1,1,0,1,6,82
2859,2017,509999,25000,0,1,1,0,0,4
2860,2013,363000,28740,0,1,0,0,14,146
2861,2010,229999,48500,0,1,0,0,0,3
2862,2012,290000,110000,0,1,0,1,14,147
2863,2018,550000,30000,0,1,0,0,0,7
2864,2011,125000,120000,1,1,0,1,4,54
2865,2014,2000000,130000,1,1,1,0,19,173
2866,2008,350000,140000,1,1,0,1,6,82
2867,2011,390000,90000,1,1,0,0,1,23
2868,2010,260000,50000,0,1,0,0,0,2
2869,2008,150000,50000,0,1,0,1,0,9
2870,2006,85000,60000,0,1,0,1,0,14
2871,2015,280000,15000,0,1,0,1,0,3
2872,2015,220000,45000,0,1,0,0,0,4
2873,2005,140000,80000,0,1,0,2,1,29
2874,2018,370000,15000,0,1,1,0,0,2
2875,2019,650000,20000,1,1,0,0,0,7
2876,2017,280000,37000,0,1,0,0,0,3
2877,2016,540000,80000,1,1,0,0,0,7
2878,2002,50000,120000,1,1,0,3,27,185
2879,2018,800000,20000,0,1,0,0,0,5
2880,2016,515000,25000,1,1,0,0,13,136
2881,2010,220000,96000,0,1,0,2,1,31
2882,2014,525000,54000,0,0,0,1,1,31
2883,2013,165000,53000,0,0,0,0,5,77
2884,2010,221000,65000,1,0,0,0,16,161
2885,2015,245000,43000,0,0,0,0,5,75
2886,2012,260000,42000,0,0,0,0,13,136
2887,2011,550000,73000,1,0,1,0,10,106
2888,2015,434999,29000,0,0,0,0,1,30
2889,2013,450000,95000,1,0,0,0,4,62
2890,2014,290000,25000,0,1,0,0,5,72
2891,2011,305000,53000,0,0,0,1,17,167
2892,2011,265000,20000,0,0,0,0,13,144
2893,2014,325000,57000,0,0,0,0,3,44
2894,2014,550000,52000,1,0,0,0,5,76
2895,2008,105000,40000,0,1,0,0,0,12
2896,2012,275000,47000,0,0,0,0,3,44
2897,2012,434999,47000,0,0,0,1,3,42
2898,2016,690000,73000,1,0,0,0,1,23
2899,2012,249000,42000,0,0,0,1,3,44
2900,2012,204999,60000,0,0,0,2,1,32
2901,2012,200000,50000,1,1,0,0,5,75
2902,2015,190000,120000,0,1,0,0,0,2
2903,2012,150000,50000,0,1,0,0,0,3
2904,1999,70000,70000,0,1,0,3,0,12
2905,2018,900000,25000,1,1,0,0,12,121
2906,2019,950000,11000,0,1,1,0,0,11
2907,2013,475000,80000,0,1,0,0,0,7
2908,1998,55000,80000,0,1,0,3,0,1
2909,2013,450000,75000,1,1,0,1,13,137
2910,2009,1200000,45000,1,1,1,2,18,116
2911,2007,300000,100000,1,1,0,1,12,121
2912,2014,350000,60000,1,1,0,1,3,42
2913,2011,229999,160000,1,1,0,1,4,54
2914,2015,821000,50000,0,1,0,0,1,25
2915,2014,200000,80000,0,1,0,1,0,3
2916,2017,1000000,60000,1,1,0,1,12,118
2917,2016,220000,60000,0,1,0,1,0,3
2918,2015,459999,148620,1,0,0,0,13,136
2919,2012,310000,70000,1,1,0,1,0,10
2920,2018,815000,42000,1,1,0,0,1,34
2921,2017,1200000,40000,1,1,0,0,1,23
2922,2011,170000,150000,1,1,0,1,5,78
2923,2017,1000000,30000,1,1,0,0,0,15
2924,2010,155000,90000,0,1,0,3,1,29
2925,2017,400000,120000,1,1,0,0,12,129
2926,2016,400000,80000,1,1,0,1,12,123
2927,2010,250000,80000,1,1,0,1,4,54
2928,2008,150000,50000,0,1,0,2,4,52
2929,2002,80000,70000,0,1,0,1,1,29
2930,2009,130000,120000,0,1,1,1,0,10
2931,2014,325000,70000,1,1,1,0,17,167
2932,2012,735000,55300,1,0,1,0,17,166
2933,2012,285000,74300,1,0,0,0,4,54
2934,2010,350000,48781,0,0,0,0,3,42
